title,content,link
visual studio 2019 한글 깨짐,평소에 아무런 문제 없이 Visual studio를 사용하고 있었는데 갑자기 Unicode (UTF-8) 인코딩으로 로드하는 동안 일부 바이트가 유니코드 대체 문자로 바뀌었습니다. 파일을 저장하면 원래 파일 내용이 바뀝니다. 라는 경고창이 뜨면서 모든 소스파일 한글이 깨졌습니다.구글에 검색해보니 (도구-옵션-텍스트편집기)에서  시그니처 없는 UTF-8 인코딩 자동 검색을 체크하면 된다는데 보시는 것처럼 저는 이미 체크가 되어있습니다.  주석이 다 깨졌어요 어떻게 해야하나요?팀프로젝트로 공유한 파일을 다운로드 받아도 똑같이 한글 깨집니다,http://okky.kr/article/928199
cin.tie(null) 과  cout.tie(null)의 차이는 뭔가요?,cin 과 cout 묶여(?) 있어서 이것을 분리하는 역할을 하는게.tie(null)이라고 설명되어 있는 글을 보고있는데cin.tie(null) 과 cout.tie(null)의 차이는 뭘까요?,http://okky.kr/article/927774
웹서버와 로컬 프로그램간의 통신 원리 질문합니다.,"예시 : 은행과 같은 사이트 접속 시, 로컬에 있는 보안프로그램(v3)이 실행된다.현재 제 피씨에는 웹서버가 가동하고 있고, 누군가가 제 웹에 접속 할시, 해당 pc에 설치되어 있는 제 프로그램 서비스가 동작하게 하고 싶습니다.웹서버 <- 클라이언트 접속 시 클라이언트에서의 프로그램이 동작하게 소켓 프로그래밍을 하고 싶은데그 원리가 궁금합니다.제 서버는 스프링, jsp로 작성되어 있고, 스프링에서 소켓프로그래밍을 따로 해야하는건지 궁금하네요.",http://okky.kr/article/927272
함수 매개변수에 const를 추가할 수 있나요?,예를 들어서 string 변수 배열인 arr[5]가 있습니다.하지만 함수 f는 매개변수로 arr을 불러와야 하는 상황에서void f(const string arr[]) 라고 사용될 수 있나요?,http://okky.kr/article/926332
여쭤보고 싶은게 있어서요,"제가 복수전공을 하는데 아무것도 모르는데 2학년 전공을 신청해서 수업을 듣고 있거든요..과제로 학생 성적 처리 프로그램이 나왔는데 인터넷 보면서 하다가 안되는 게 있어서요핵생 수랑 과목수를 동적으로 입력받고 출력하는 건데 학생수는 넘어가지는데 자꾸 교과목 칠때 터미널에서 나가지네요.. 해결 하는 방법 없을까요?? 일단 사진은 이정도만 올리구 댓글 달아주시면 더 올릴게요!!#include<iomanip>#include<iostream>#include<cstring>usingnamespacestd;structSubject{charSubName[30];intHakjum;charGrade[10];floatGPA;};structStudent{charStdName[30];intHakbun;Subject*Sub;intSubNum;floatAveGPA;};intmenu=0;intStudentNum;inlinevoidPrintMenu();voidCalcGPA(Subject&Sub);floatCalcAveGPA(Subject*Sub);voidPrintAllData(constStudent*pSt,intStudentNum);voidPrintOneData(constStudent&rSt);Student*StdSearch(Student*pSt,intStudentNum);inlinevoidInputValue(char*str);inlinevoidInputValue(int&i);voidPrintAllStdList(constStudent*pSt,intStudentNum);voidModifyStdInfo(Student*pSt);voidInputData(Student*pSt,intStudentNum);inlinevoidInputValue(char*str){cin>>str;}inlinevoidInputValue(int&i){cin>>i;}intmain(){cout<<""학생?수를?입력하세요?:?"";cin>>StudentNum;do{PrintMenu();Student*St=newStudent[StudentNum];if(menu==1){for(inti=0;i<StudentNum;i++){InputData(St,StudentNum);St[i].AveGPA=CalcAveGPA(St[i].Sub);}cout<<endl;}elseif(menu==2){PrintAllData(St,StudentNum);cout<<endl;}elseif(menu==3){Student*SearchStd;SearchStd=StdSearch(St,StudentNum);if(SearchStd!=NULL){PrintOneData(*SearchStd);}}elseif(menu==4){PrintAllStdList(St,StudentNum);cout<<endl;}elseif(menu==5){ModifyStdInfo(StdSearch(St,StudentNum));cout<<endl;}elseif(menu==6){cout<<""프로그램을?종료합니다.""<<endl;deleteSt;return0;}else{cout<<""올바른?메뉴입력이?아닙니다.""<<endl;cout<<""프로그램을?종료합니다.""<<endl;deleteSt;return0;}}while(1);}voidPrintMenu(){cout<<endl<<""=====?메뉴?=====""<<endl;cout<<""1.?학생?성적?입력""<<endl;cout<<""2.?전체?학생?성적?보기""<<endl;cout<<""3.?학생?이름?검색""<<endl;cout<<""4.?전체?학생?목록?보기""<<endl;cout<<""5.?학생?정보?수정""<<endl;cout<<""6.?프로그램?종료""<<endl;cout<<endl;cout<<""원하는?기능을?입력하세요?:?"";cin>>menu;}voidInputData(Student*pSt,intStudentNum){for(inti=1;i<StudentNum;i++){cout<<""*""<<i<<""번째?학생?이름과?학번을?입력하세요.""<<endl;cout<<""이름?:?"";cin>>pSt->StdName;cout<<endl<<""학번?:?"";cin>>pSt->Hakbun;cout<<""과목수?:?"";cin>>pSt->SubNum;cout<<endl<<""*?수강한?과목""<<pSt->SubNum<<""개와?각?교과목명,?과목학점,?과목?등급을?입력하세요.""<<endl;Subject*stsub=newSubject[pSt->SubNum];for(intj=0;j<pSt->SubNum;j++){cout<<endl<<""교과목명?:?"";cin>>pSt->Sub[i].SubName;cout<<endl<<""과목학점수?:?"";cin>>pSt->Sub[i].Hakjum;cout<<endl<<""과목등급(A+~F)?:?"";cin>>pSt->Sub[i].Grade;CalcGPA(pSt->Sub[i]);}}}voidCalcGPA(Subject&Sub){if(strcmp(Sub.Grade,""A+"")?==0){Sub.GPA=?(float)Sub.Hakjum*4.50;}elseif(strcmp(Sub.Grade,""A0"")?==0||strcmp(Sub.Grade,""A"")?==0){Sub.GPA=?(float)Sub.Hakjum*4.00;}elseif(strcmp(Sub.Grade,""B+"")?==0){Sub.GPA=?(float)Sub.Hakjum*3.50;}elseif(strcmp(Sub.Grade,""B0"")?==0||strcmp(Sub.Grade,""B"")?==0){Sub.GPA=?(float)Sub.Hakjum*3.00;}elseif(strcmp(Sub.Grade,""C+"")?==0){Sub.GPA=?(float)Sub.Hakjum*2.50;}elseif(strcmp(Sub.Grade,""C0"")?==0||strcmp(Sub.Grade,""C"")?==0){Sub.GPA=?(float)Sub.Hakjum*2.00;}elseif(strcmp(Sub.Grade,""D+"")?==0){Sub.GPA=?(float)Sub.Hakjum*1.50;}elseif(strcmp(Sub.Grade,""D0"")?==0||strcmp(Sub.Grade,""D"")?==0){Sub.GPA=?(float)Sub.Hakjum*1.00;}elseif(strcmp(Sub.Grade,""F"")?==0){Sub.GPA=?(float)Sub.Hakjum*0.00;}}floatCalcAveGPA(Subject*Sub){floatsum=0;for(inti=0;i<3;i++){sum+=Sub[i].GPA;}returnsum/3;}voidPrintAllData(constStudent*pSt,intStudentNum){cout<<setw(37)<<""전체?학생?성적?보기""<<endl;cout<<setw(56)<<setfill('=')<<'?'<<setfill('?')<<endl;for(inti=0;i<StudentNum;i++){PrintOneData(pSt[i]);}}voidPrintOneData(constStudent&rSt){cout<<""이름?:?""<<rSt.StdName<<setw(10)<<""학번?:?""<<rSt.Hakbun<<endl;cout<<""=============================================?""<<endl;cout.width(15);cout<<""과목명""<<setw(10)<<""과목학점""<<setw(10)<<""과목등급""<<setw(10)<<""과목평점""<<endl;cout<<""=============================================?""<<endl;for(inti=0;i<3;i++){cout.width(10);cout<<fixed;cout.precision(2);cout<<rSt.Sub[i].SubName<<setw(10)<<rSt.Sub[i].Hakjum<<setw(10)<<rSt.Sub[i].Grade<<setw(10)<<rSt.Sub[i].GPA<<endl;}cout<<""=============================================?""<<endl;cout.width(10);cout<<fixed;cout.precision(2);cout<<""평균?평점""<<rSt.AveGPA<<endl;}Student*StdSearch(Student*pSt,intStudentNum){charname[40];cout<<endl<<""검색할?학생?이름?:?"";cin>>name;for(inti=0;i<StudentNum;i++){for(intj=0;j<strlen(name)?&&pSt[i].StdName[j]?==name[j]?&&strlen(name)?==strlen(pSt[i].StdName);j++){if(j==strlen(name)?-1)return&pSt[i];}}returnNULL;}voidPrintAllStdList(constStudent*pSt,intStudentNum){cout<<""==================================""<<endl;cout<<setw(10)<<""학번""<<setw(10)<<""이름""<<endl;cout<<""==================================""<<endl;for(inti=0;i<StudentNum;i++){cout<<setw(10)<<pSt[i].StdName<<setw(7)<<pSt[i].Hakbun<<endl;}cout<<""==================================""<<endl;}voidModifyStdInfo(Student*pSt){cout<<""*?<""<<pSt->StdName<<"",""<<pSt->Hakbun<<"">의?정보를?수정하세요.""<<endl;cout<<""이름?:"";InputValue(pSt->StdName);cout<<""학번?:"";InputValue(pSt->Hakbun);}",http://okky.kr/article/924147
opencv c++ face detection 쪽 질문이 있습니다.,"CascadeClassifier cascade;vector<Rect>faces;Stringpath(""d:\\down\\pro\\*.jpg"");vector<String>str;intindex=0;charbuf[256];glob(path,str,true);cout<<""로드 개수:""<<str.size()<<endl;if(str.size()==0)cout<<""이미지가 존재하지 않습니다. \n""<<endl;//반복하며 이미지 찾고 저장for(intcnt=0;cnt<str.size();cnt++){p_img=imread(str[cnt]);if(0==cascade.load(classifier)){cout<<""Error CascadeClassifier load""<<endl;exit(0);}cascade.detectMultiScale(p_img,faces,1.2,3,0|CV_HAAR_SCALE_IMAGE,Size(30,30));for(size_t i=0;i<faces.size();i++){rectangle(p_img,faces[i],Scalar(255,255,255),2,8,0);}여기서? cascade.detectMultiScale에서 얼굴을 찾지 못했을 경우의 분기문을 작성하고 싶습니다.(얼굴을 찾은 사진은 imwrite하고 아닌 것은 넘어가는 형식으로) 인터넷 검색으로 faces나 cascade 함수의 반환값을 좀 찾아봐도 분기문을 어떻게 짜야할지 잘 감이 오지 않습니다. 도와주시면 감사드리겠습니다.",http://okky.kr/article/923694
c++ 문제 질문이에요.,"이미지를 퀼팅하는 문제에요!백준 14596번 문제에요!https://www.acmicpc.net/problem/14596문제를 푸는 발상으로는 이미지 두개를 겹쳐서 img_3을 생성합니다.여기에는 두 이미지의 밝기값을 빼구 제곱을 한 값이 들어있어요!그래서 이 함수 배열에서 가장 첫 행의 내용을 하나 잡아서 내려가고 내려가면서 아래의 +-1값중가장 작은값을 선택해서 내려가도록 문제를 구성해 보았어요.그런데 배열을 건드리는거니까 -1이나 최대값이상을 건들면 안되니까그런 사항에 대해서는 따로 작성을 했어요,이쯤하면 된 것 같아서 테스트를 해보는데 하나도 맞는게 없네요...하루 종일 한문제도 못푸니 제가 바보같고 그렇네요 휴최소 경계선을 찾는데에 발상이 잘못된걸까요?아니면 저기 살구색으로 칠한부분에 문제가 있는걸까요?//이미지퀼팅 알고리즘//이미지를 합쳐 가장 자연스러운 경계선을 찾도록 하자//첫 행에서 모든 열을 탐색하여 물흐르듯 내려간 후 비교하여 최소의 값을 찾는다.int main() {int x; //행의 갯수int y; //열의 갯수cin >> x >> y; //해당 내용을 받아들인다.int **img_1 = new int* [y]; //행렬의 인자값을 받아 먼저 첫번째 이미지의 밝기를 동적 생성한다.for (int i = 0; i < x; i++) {img_1[i] = new int [y];}int ** img_2 = new int* [y]; //행렬의 인자값을 받아 두번째 이미지의 밝기를 동적 생성한다.for (int i = 0; i < x; i++) {img_2[i] = new int[y];}for (int i = 0; i < x; i++) { //첫번째 이미지의 밝기를 받는다.for (int j = 0; j < y; j++) {cin >> img_1[i][j];}}for (int i = 0; i < x; i++) { //두번째 이미지의 갯수를 받는다.for (int j = 0; j < y; j++) {cin >> img_2[i][j];}}int** img_3 = new int* [y]; //이미지를 겹쳐 생기는 차이값을 저장할 곳for (int i = 0; i < x; i++) {img_3[i] = new int[y];}for (int i = 0; i < x; i++) { //차이값에 대해 먼저 0으로 초기화for (int j = 0; j < y; j++) {img_3[i][j] = 0;}}/////////for (int i = 0; i < x; i++) { //차이 값^2 에 대해 먼저 정리해 둔다.for (int j = 0; j < y; j++) {img_3[i][j] = abs(img_1[i][j] - img_2[i][j]) * abs(img_1[i][j] - img_2[i][j]);}}///////////////////////////////////////초기화 이후//////////////////////////////////////////////int ssd = 0; //최종으로 선택할 값int* ssdd = new int[y]; //1행의 각 열마다 출발하여 y-1까지의 줄기내용을 저장한다for (int i = 0; i < y; i++) { //줄기 내용의 초기화ssdd[i] = 0;}for (int i = 0; i < y; i++) {int col = i; //이전에 택한 행의 열값int min = 100000; //최소값을 찾기 위해서int im = 0;// 열값을 임시 저장할 공간ssdd[i] += img_3[0][i]; //첫번째 행에서 각 열값을 미리 저장for (int w = 1; w < x; w++) { //두번째 행부터 검사를 시작if (col == 0) { //이전에 택한 열이 최좌측일때for (int z = col; z <= col + 1; z++) {if (img_3[w][z] < min) {min = img_3[w][z];im = z;}}col = im;ssdd[i] += img_3[w][col];continue;}if (col == y - 1) { //이전에 택한 열이 최우측 일때for (int z = col - 1; z <= col; z++) {if (img_3[w][z] < min) {min = img_3[w][z];}im = z;}col = im;ssdd[i] += img_3[w][col];continue;}for (int z = col - 1; z <= col + 1; z++) { //저스트 중간일때if (img_3[w][z] < min ) {min = img_3[w][z];}im = z;}col = im;ssdd[i] += img_3[w][col];}}for (int i = 0; i < y; i++) { //임시 확인용cout << ssdd[i] << ""? ? "";}ssd = ssdd[0];for (int i = 1; i < y; i++) { //최소값 찾기if (ssdd[i] < ssd) {ssd = ssdd[i];}}delete[]ssdd; //반환return 0;}",http://okky.kr/article/922618
매크로 지시자를 사용하는 사용하는 이유에 대해 궁금합니다,"#if MAX > 100 size = 100;#elif MAX > 10 size = 10;#else size = 0;#endif책 예제인데, 그냥 if문을 사용하는 것과 무엇이 다른건가요?",http://okky.kr/article/922504
[c++] 2차원 배열을 받아서 각 행별로 합을 구하여 그 값을 배열로 리턴하는 프로그램,"안녕하세요! c++로 다음과 같은 프로그램을 작성하고자 하는데 도움을 얻을 수 있을까 하여 질문드립니다.프로그램[2차원 배열을 받아서 각 행별로 합을 구하여 그 값을 배열로 리턴하는 프로그램을 작성.int data[3][4] = {{1,2,3,4}, {1,2,3,4}, {1,2,3,4}};data[3][4]를 받는 함수를 작성하고 거기서 각 행별 합을 구해야 함.리턴하는 배열은 new를 통해서 생성하고 int* 로 리턴한다.배열은 사용자에게 입력받는다.]그래서 저는 다음과 같이 프로그램을 짰습니다.코드#include<iostream>usingnamespacestd;int*sum_arr(intarr[][4],intsize_arr,intsum[],intsize_num);intmain(){intarr[3][4];int*sum=newint[3];int*total=newint[3];total=sum_arr(arr,3,sum,3);cout<<*(total)<<"" ""<<*(total+1)<<"" ""<<*(total+2)<<endl;delete[]sum;delete[]total;return0;}int*sum_arr(intarr[][4],intsize_arr,intsum[],intsize_sum){//행렬 입력받기for(inti=0;i<size_arr;i++){for(intj=0;j<4;j++){cout<<(i+1)<<""번째 행, ""<<(j+1)<<""번째 열의 값 입력.""<<endl;cin>>arr[i][j];}}cout<<""입력 완료.""<<endl;//각 행별 합을 구하기for(inti=0;i<size_arr;i++){for(intj=0;j<4;j++){sum[i]+=arr[i][j];}}cout<<""합치기 완료.""<<endl;return(sum);}제가 이해한 것int*sum arr(...) 이 함수를 통해서 return sum을 하면, sum 포인터배열의 첫번째 주소인 sum이 total 포인터 배열의 첫번째 주소인 total에 들어가서, *total을 인쇄하면 *total이 그림에 나온 것처럼 sum[0]을 포인터로 가리켜서 저 값이 나와야 한다고 생각을 했는데 결과는 이와 달랐습니다.구글에 검색을 하며 확인을 해도 제가 어디를 잘못 이해하고 있는지 가늠할 수 없어 질문글을 올렸습니다. 어떻게 해결하면 좋을지, 혹은 제가 어디를 잘못 이해하고 있는지 알려주실 수 있을까요? 긴 글 읽어주셔서 정말 감사합니다.",http://okky.kr/article/922159
c++에서 왜 구조체가 필요한지 궁금합니다,c++에서 구조체를 썼을 때 클래스를 썼을 때 보다 더 좋은 점을 알려주세요..,http://okky.kr/article/919933
c++ 질문입니다,"#include <iostream>#include <string>using namespace std;class HeartRates{public:HeartRates(string First_name, string Last_name, int year_, int month_, int day_) {}void setfirst_name(string First_name){first_name = First_name;}string getfirst_name(){return first_name;}void setlast_name(string Last_name){last_name = Last_name;}string getlast_name(){return last_name;}void setyear(int year_){year = year_;}int getyear(){return year;}void setmonth(int month_){month = month_;}int getmonth(){return month;}void setday(int day_){day = day_;}int getday(){return day;}void calculate1(){age = 2021 - year;}void calculate2(){Maximum_heartrate = 220 - age;target_heartrate = Maximum_heartrate * 0.85 ;}void result(){cout << getfirst_name();cout << getlast_name() << endl;? ?//여기 왜 출력이 안되는지 도무지 모르겠어요...cout << ""date of birth :"" << year << ""."" << month << ""."" << day << endl;cout << ""age :"" << age << endl;cout << ""Maximum_heartrate :"" << Maximum_heartrate << endl;cout << ""target_heartrate :"" << target_heartrate << endl;}private:string first_name;string last_name;int year = 0;int month = 0;int day = 0;int age = 0;int Maximum_heartrate = 0;double target_heartrate = 0;};int main(){HeartRates asd(""홍"", ""길동"", 2002, 3, 22);string First_name;cout << ""first_name :"" << endl;cin >> First_name;asd.setfirst_name(First_name);string Last_name;cout << ""last_name :"" << endl;cin >> Last_name;int year_ = 0;cout << ""year :"";cin >> year_;asd.setyear(year_);int month_ = 0;cout << ""month :"";cin >> month_;asd.setmonth(month_);int day_ = 0;cout << ""day :"";cin >> day_;asd.setday(day_);asd.calculate1();asd.calculate2();asd.result();}이 코드를 실행하면 lastname은 출력이 안되는데 왜이런가요?그리고 객체와 인스턴스의 차이가 뭔지 모르겠습니다... 인스턴스화하는게 뭔지도 모르겠고요..",http://okky.kr/article/918813
서울 C++ 알고리즘 스터디 사람구합니다 [마감],"안녕하세요기존의 C++ 알고리즘 스터디에서 2분이 취업으로 나가시게 되셔서? 2-3명 인원을 추가로 모집할려고 합니다.<스터디 >1주일 동안 5문제의 알고리즘 문제 풀고 (문제선정은 이전 주에 정합니다 카카오나 삼성기출 풀고 있어요)각자 2개의 문제를 맡아서 그 주 만났을 때, 그 문제에 대해 발표합니다. ( 발표라고 부담가지지 않고 그냥 코드보면서 발표해요현재는 1주일 오프라인 1주일 온라인 이렇게 병행하고 있습니다. 오프라인 만남 시, 스터디 카페이용합니다!. 오프라인 만남의 위치는 추후 토의해서 옮길려고 합니다. 현재 신림, 왕십리 각각 1명씩 있습니다.!? =",http://okky.kr/article/917140
개초보 가격 구하는 프로그램 짜고 있는데 질문 좀 부탁드려요,"#include<stdio.h>intmain(){intsnack,snackcost,snack1=3000,snack2=6000,snack3=8000;intmilk,milkcost,milk1=1000,milk2=1200,milk3=1700;charbuy;printf(""간식을 살까요?(y/n) : "");scanf(""%c"",&buy);if((buy=='y')||(buy=='Y')){printf(""어떤 snack과 milk를 구입하시겠습니까:"");scanf(""%d%d"",&snack,&milk);// 이 이후에 switch를 써서 진행하고 싶은데 어떡해야 할까요?switch(}else((buy=='n')||(buy='N')){printf(""안살거면 가세요"");}}y를 입력하고 총 가격을 과자랑 우유에다 봉투값 500원을 합해서 계산할때 switch 함수를 쓰고 싶은데 어떻게 하는게 좋을까요",http://okky.kr/article/912189
다시 시작해보고 싶습니다.,안녕하세요.현업에서 활동하고 계시는 선배님들의 의견을 듣고 적어 봅니다.2년제 프로그래밍 학과 졸업 후 1년 여간 공부를 포기했습니다. 그동안 이런 저런 일들을 해보며재미를 찾으려고 했지만 재미도 없고 지겨웠습니다. 그러면서 다시 되돌아보니코드를 작성할 때 만큼 열정적이였던 시기도 없었던 것 같습니다.다시 한 번 시작해보자라는 생각으로 깊게 파고들어가 볼 생각입니다.1년정도의 시간 적 여유가 있으며 C나 C++부터 다시 한 번 파볼까 고민하고 있습니다.선배님들이 저라면 어디서부터 시작하실지 어떤 것부터 하실지 궁금합니다.,http://okky.kr/article/910759
C++ 구조체와 함수 코딩 중 질문 드립니다.,"#include<iostream>using namespace std;int cnt = 0;struct num{int x;int y;};struct name {char Stu[30] = { 0 };num number;};int input(int& a) {if (cnt == 0) {cout << ""입력할 수 : "";cin >> a;cnt++;return a;}if (cnt == 1) {cout << ""입력할 수 : "";cin >> a;cnt++;}}void input(char *pt) {if (cnt == 2) {cout << ""입력할 글자 : "";cin >> *pt;cnt++;}}int main() {int num = 0;struct name student;input(student.number.x);input(student.number.y);input(student.Stu);cout << student.number.x << endl;cout << student.number.y << endl;cout << student.Stu;}현재 이 상태에서 student.Stu에 제대로 값이 입력되지 않습니다. 혹시 함수 리턴값이 문제가 있나 싶어서 void input(char *pt)를 void* input(char* pt), return pt;로 변경했습니다만... 처음이랑 같이 이상한 값이 출력되었습니다. 혹시 이걸 해결하기 위해서 어떻게 코드를 고쳐야하나요..?",http://okky.kr/article/910471
c++ 클래스 관련 질문입니다,"#include <iostream>#include <string>using namespace std;class Date{public:Date() : month(0), day(0), year(0) {}void setmonth(int month_){if (month_ > 12){month_ = 1;}month = month_;}int getmonth(){return month;}void setday(int day_){day = day_;}int getday(){return day;}void setyear(int year_){year = year_;}int getyear(){return year;}void displayDate(){cout << year << "" / "" << month << "" / "" << day << endl;}private:int month;int day;int year;};int main(){Date dwdw;int year_;cout << ""year :"" ;cin >> year_;dwdw.setyear(year_);int month_;cout << ""month :"" ;cin >> month_;dwdw.setmonth(month_);int day_;cout << ""day :"" ;cin >> day_;dwdw.setday(day_);dwdw.displayDate();}여기서""Your class should have a constructor with three parameters that uses the parameters to initialize the three data members.""라는 조건을 만족하게 하기 위해서Date() : month(0), day(0), year(0) {} 부분을 어떻게 바꿔야 할까요??",http://okky.kr/article/910391
C++ 웹 프레임워크에서...,"안녕하세요.Laravel과 유사한 오픈소스 웹 프레임워크를 C++로 개발하고 있습니다.https://github.com/jay94ks/libnhttp1. Laravel에서 제공하는 Router Facade, Middleware 등은 구현을 완료했습니다.2. MVC 패턴을 구현하고 있습니다.근데,?컨트롤러는 C++로 작성하더라도 뷰까지 C++일 필요는 없지 않을까 라는 생각이 드는데...1. Duktape 혹은 V8 엔진을 붙혀서 Javascript로 View를 만들 수 있도록 한다.2. PHP 최소 빌드 + php-embeded SAPI를 붙혀서 PHP로 View를 작성할 수 있도록 한다.어느 쪽이 더 나을까요?",http://okky.kr/article/910266
이문제좀 풀어주세요..,,http://okky.kr/article/910059
현업자분들 C++개발시 람다식 사용하시나요??,"게임개발 취준생입니다.DirectX11로 3D포폴을 제작 과정중입니다.몬스터객체를 플레이어에게 초점을 맞춰 회전시키는 함수를 굳이 프레임별로 할필요가 없어서특정시간마다 한번씩만 실행시키는 함수를 따로 만드는 중인데요, 처음은 bind함수를 이용해서 구현하는 도중에 모던c++에서는 bind보다는 람다식을 좀 지향한다고 하네요.. 람다식도 공부를 하려했으니 람다식으로 한번 해보려고 하긴 하는데, 실제 현업에서도 람다식을 많이 지향하는지 궁금합니다.",http://okky.kr/article/908407
C++에서 동적배열의 기능이 필요한데 뭐라고 검색해야될지 잘 모르겠습니다.,"마방진 문제를 C++로 풀어보려고합니다그중 일부를 가져왔습니다.우선 제가 구현하려는 코드의 python 문법입니다.h_list=[]foriinrange(1,10):forjinrange(1,10):forkinrange(1,10):ifi+j+k==15:# 3개의 수(각 1~9)의 합이 15인 경우 새로운 리스트로 h_list에 저장h_list.append([i,j,k])이중에 맨마지막 append를 C++문법으로는 어떻게 구현할지를 몰라서 헤매고 있습니다.동적배열이나 정적배열의 얘기는 들어봤는데 막상 막히니 대처할 방법을 잘 모르겠습니다지금까지 찾아본것은1. C++ append2. C++ 동적배열3. C++ array add array4. C++ two dimensional array add array같은 키워드로 검색해봤습니다.가장 해결방법에 근접했던건 vector라는걸 사용하는 거였는데파이썬 코드의 마지막 줄을 보시면 아시겠지만 저는2차원 배열을 만들어서 마방진 문제를 해결하려고 합니다.그런데 vector는 int형 자료만 배열에 추가할 수 있도록 지원하는것 같습니다.아마도 정적배열을 지원하니까 길이가 정해지지 않은 배열에 지속적으로 추가해줄 수 있는 방법은 C++에서는 불가능하거나 추천되지 않는 방식이 아닐까 싶습니다.C++로 작성중인 코드입니다#include<iostream>#include<string>#include<vector>usingnamespacestd;intmagic_square(intnumber);//함수 선언intma[][3];//배열 선언intmain(){return0;}intmagic_square(intn){intsum=((n*n+1)/2)*n;//33, 55, 77 마방진의 각 행, 열, 대각선의 수의 합//합이 15가 되는 모든 수의 집합을 배열로 저장for(inti=1;i<10;i++){for(intj=1;j<10;j++){for(intk=1;k<10;k++){if(i+j+k==sum){}}}}return0;파이썬에서는 append메소드를 많이 사용해서 C++로 문제를 푸는데도 자꾸 append메소드를 사용하는 해결방법에 생각이 벗어나질 못하는것 같습니다.마지막으로 시도해보려고한 방법은배열을 한 100칸 정도 만들어두고 {{0 ,0 ,0}, {0, 0, 0}, ... , {0, 0, 0}} 이렇게 초기화한 뒤 i 와 j, k를 삽입할까도 생각해봤는데정확히 필요한 공간을 측정할수 없다보니 효율적인 방법은 아닌거 같아서 이렇게 물어보게됐습니다.검색 키워드 등 전혀 감을 못잡고 있는것 같습니다 이부분에 도움을 주시면 감사하겠습니다!읽어주셔서 감사합니다!",http://okky.kr/article/906017
윈도우 어플리케이션 개발 취업에 관해 질문 드립니다,"선배님들 안녕하세요궁금한게 많아 염치불구하고 질문 올리게 되었습니다일단 저는 c++ 공부중에 있습니다진로는 소프트웨어 개발로 정하였습니다구인구직사이트에서 나름의 조사를해보았는데대부분의 모집공고에 요구사항이 자세히 명시되어있지 않아 혼란스러워 질문 올립니다나름대로 조사하여 세운 지금 제 계획은c++, windows api -> c#, wpf, uwp 순으로 공부하는 것입니다소프트웨어 개발쪽으로 취업하는데 있어서 바람직한 공부순서일까요?마지막으로 포트폴리오에 대한 조언도 얻고 싶습니다소프트웨어 개발자로써 어필하기 좋은 포트폴리오라면 어떤것들이 있을까요?제가 지식이 많이 부족해서 질문이 엉뚱하게 느껴지실수도 있습니다그래도 도움주신다면 감사하겠습니다",http://okky.kr/article/905126
c++ 디폴트 매개변수 하나의 함수로만 구현하는 방법 질문,"여기서 질문 이 있습니다.? 디폴트 매개변수를 하나의 함수로만 구현해야된 다는거는cal() 이것 만 써서 구현해야 된다는 건가요?#include<iostream>#include<string>usingnamespacestd;classCal{intx,y;public:Cal();Cal(inta);Cal(inta,intb);intadd();~Cal();};Cal::Cal(){x=100;y=200;cout<<""생성자 호출: x=""<<x<<"", y=""<<y<<endl;}Cal::Cal(inta){x=a;y=200;}Cal::Cal(inta,intb){x=a;y=b;}intCal::add(){returnx+y;}Cal::~Cal(){cout<<""소멸자 호풀: x =""<<x<<"", y =""<<y<<endl;}intmain(){cout<<""Cal *c1 = new Cal()""<<endl;Cal*c1=newCal();cout<<""c1->add(): ""<<c1->add()<<endl;cout<<""Cal *c2 = new Cal(10)""<<endl;Cal*c2=newCal(10);cout<<""c2->add(): ""<<c2->add()<<endl;cout<<""Cal *c3 = new Cal(10, 20)""<<endl;Cal*c3=newCal(10,20);cout<<""c3->add(): ""<<c3->add()<<endl;deletec1;deletec2;deletec3;return0;}",http://okky.kr/article/905123
다른사람이 만든 코드를 수정 해야하는데 미리 알아야 할게 뭐가 있을까요?,"다음주 주말부터 작업을 하게 될 것 같은데요.현재 돌아가고 있는 MES의 중단에 걸려있는 HMI입니다.PLC에서 정보 받아서 화면에 표시해주고 사무실에 있는 MES쪽으로 동일한 정보를 전달해주는 부분인데요.PLC에 센서를 2가지 추가해서 추가된 센서에서 받아오는 정보를 HMI에 출력하는 부분과사무실에있는 MES로 전달해주는 부분을 수정해야합니다.최초에 저희 회사에서 만든게 아니라서 C/C++로 작성되어있다는 것 말고는 아무런 정보가 없습니다.어디서 어떻게 시작해야 할지 막막해서 이렇게 글을 올려봅니다.시스템사양이나 컴파일환경, 사용라이브러리 등을 먼저 파악해야할까요?그리고 혹시 TI-gate가 뭔지 아시는 분계신가요? 첫미팅에서 네트워크 개략적인 연결구조를 설명해주는데, HMI에서 MES로 정보를 보내는 사이에 TI-gate라는게 있더라구요. 이게 뭔지 알수가 없어서 이렇게 올려봅니다.",http://okky.kr/article/903772
